博主,ID,URL,Awesome ID,标题,评论量,分享量,点赞量,收藏量,视频发布时间,采集时间,文案内容,话题分类,销售季节,产品名称,产品卖点,产品版型,产品功能,产品使用场景,用户痛点,一句话卖点,拍摄指导
蕉下官方旗舰店,1236,https://www.iesdouyin.com/share/video/7453027264331107599/?region=CN&mid=7453028007055018815&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=VqKyROJRUXWFuEKczRXpLb.GcavTGnBaBsyGh7SkJYw-&share_version=0&ts=1735959062&from_aid=6383&from_ssr=1,7.45303E+18,冬天穿得臃肿太难受，一件轻盈气绒服就够#好看的衣服都在这里#冬日如何穿出高级感#美出高级感#蕉下官方旗舰店气绒,0,5,3,1,2024/12/28 10:55,2025/1/4 10:51,浇下气绒服，浇下气绒服，浇下气绒服，你们只知道气绒服很好穿，但是你不知道现在拍下就享双待优惠。冬天穿搭的尽头就是显瘦，普通棉服臃肿裹成粽子，靠厚度才能保暖。看看这件宝藏外套，一件让你丝滑过冬。平时想要走低调路线的上班族可以搭配牛仔裤，这样穿舒适呢又看上去很利落。周末要和姐妹出去玩，想变得时髦一点，可以换成一条有设计感的裤子，马上变身精致的极简风。而且它弄脏了可以直接机洗，而且它折起来就这么小小一点，出去旅行啊，赶飞机，我们去赏月茶，直接塞包里，这是如何都能搭上。,风格话题；好物话题；品牌/店铺/达人话题,冬天,气绒服,显瘦、轻盈、易于携带、机洗方便,低调利落，适合通勤和休闲搭配,保暖、舒适、易于清洗,通勤、休闲、旅行,冬天穿得太臃肿不舒适,轻盈显瘦的气绒服让你丝滑过冬,"{""细节性词汇"":[],""画面性词汇"":[""直接机洗——画面对应从洗衣机拿出衣服"",""折起来很小——画面对应旅行包中装入折叠好的衣服""],""特效性词汇"":[],""强调性词汇"":[""轻盈——字体包装/音效包装"",""显瘦——字体包装/音效包装""]}"
蕉下官方旗舰店,1235,https://www.iesdouyin.com/share/video/7453026630437555490/?region=CN&mid=7453027530270952202&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=i7h6mzkVRTprjftSuAQ90SS5Jw7ErPKJiLsVdbqwFBk-&share_version=0&ts=1735959062&from_aid=6383&from_ssr=1,7.45303E+18,【年末大促】速抢，蕉下官方旗舰店杨幂同款外套杀疯了！#保暖又好看#冬季必备#新年穿搭#一件出门#蕉下官方旗舰店气绒服,0,6,5,1,2024/12/28 8:00,2025/1/4 10:51,胶下润唇粉谁能选得过你啊。昨天你们说绒太少，好！今天就加绒。昨天你们说看腻了黑白灰，今天就出显白显气质的木野绿，还是明星杨幂同款。你们说想要好绒，安排升级，防潮抗湿冷的气绒扣加三点零，远红外升温蓄热五点八度。昨天你们嫌贵不想买，今天下单就给你惊喜好价，拍一发二，速来。,好物话题；品牌/店铺/达人话题；场景话题,冬季,蕉下杨幂同款外套,显白显气质，防潮抗湿冷的气绒，远红外升温蓄热五点八度，明星杨幂同款,无具体描述,保暖、防潮、抗湿冷,日常、新年穿搭,需要显白显气质的保暖外套，又不想要贵的产品,加绒显白的杨幂同款外套，防潮抗湿暖心之选,"{""细节性词汇"":""无"",""画面性词汇"":""防潮抗湿冷：画面对应外套遇水后依旧干爽；木野绿：画面对应外套在户外阳光下的色彩展示"",""特效性词汇"":""防潮抗湿冷——特效包装；远红外升温蓄热五点八度——特效包装"",""强调性词汇"":""杨幂同款——字体包装/音效包装；速抢——字体包装/音效包装；惊喜好价——字体包装/音效包装""}"
蕉下官方旗舰店,1234,https://www.iesdouyin.com/share/video/7453026188861213967/?region=CN&mid=7453026778043517737&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=jei5r3enCJxC_a1k_65GlrsLIPGMn0weG1Ba.nUakEI-&share_version=0&ts=1735959062&from_aid=6383&from_ssr=1,7.45303E+18,什么什么？蕉下官方旗舰店年末大促居然不通知我？#保持热爱奔赴山海#过年穿什么#时髦精#排队中#蕉下官方旗舰店气绒服,1,4,13,3,2024/12/27 19:51,2025/1/4 10:51,有款游戏哎，你在排队干嘛？我在排队买胶下啊，你不知道吗？现在胶下年末加双旦大促，杨幂同款的夹克气绒服可划算了，快来抢！内里填充的是细绒，上身升温很快，保暖效果和羽绒服差不多。它表面是防风的，今天在外面玩一点就觉得冷。颜色是我一到秋冬都特别喜欢的棕色系，就给人一种暖暖的感觉。外层面料也是防污的，像平时有一些小水滴上去呢，随便一擦就掉了。它也是可以机洗的，洗完以后它版型也是不会变的，就还是很挺阔，饱满度呢也是不会降低的，方便又省心。,品牌/店铺/达人话题；个性话题；场景话题,秋冬,夹克气绒服,"1. 保暖效果媲美羽绒服
2. 防风、防污材料
3. 颜色温暖适合秋冬
4. 可机洗不变形，保持挺阔",挺阔设计,保暖/防风/防污/便于清洗,户外/日常,需要一件即保暖又易于打理的外套,保暖防风且可机洗的时髦夹克气绒服,"{""细节性词汇"":[""防风、防污设计——画面对应细节展示"",""细绒填充——画面对应内部结构"",""机洗不变形——画面对应面料展示""],""画面性词汇"":[""秋冬暖色系——画面对应户外镜头"",""自在享受秋冬户外——画面对应田野镜头"",""防污便捷清理——画面对应水滴滑落展示""],""特效性词汇"":[""快速升温——特效包装"",""清洗不变形——特效包装"",""长效保暖——特效包装""],""强调性词汇"":[""杨幂同款——字体包装/音效包装"",""大促——字体包装/音效包装"",""方便省心——字体包装/音效包装""]}"
蕉下官方旗舰店,1233,https://www.iesdouyin.com/share/video/7453025514333261091/?region=CN&mid=7453026138818890508&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=knRU80mjHLimdAF5C1lxH5riUygEbtBGnAb6Jz4g.To-&share_version=0&ts=1735959062&from_aid=6383&from_ssr=1,7.45303E+18,【杨幂同款】不想臃肿显胖，蕉下官方旗舰店一件#气绒服轻盈过冬#冬日如何穿出高级感#小众设计感#时髦精#通勤搭配,0,2,7,0,2024/12/27 17:48,2025/1/4 10:51,双旦不买这件外套你糊涂呀，女神杨幂同款气绒服，防水、防污又防风，现在下单拍一发二、送暖宝宝，等下个月再买就划不来了。没有想到穿这种秋冬的大外套，颜色真是骗人，这一款松果棕做了两种棕色的拼接，最近小个子姐妹也不用怕压身高。它内里填充的细绒材质，我感觉保暖是一点都不输给羽绒的。现在刚穿一会就觉得后背很暖的，而且细绒呢还可以透湿了，在南方的姐妹可以深有感受这有多重要。而且它弄脏了可以直接机洗，不用费心思打理哦。这一款呢，不管是学生党还是上班族都很合适。,好物话题；个性话题；场景话题,秋冬,气绒服,防水、防污、防风、细绒保暖透湿、颜色拼接不压身高,松果棕双拼色设计，小个子友好,防水/防污/防风/保暖/透湿/机洗,日常通勤/学生校园,不想显胖又需要保暖的大外套,防水防污防风的杨幂同款气绒服，轻松过冬,"{""细节性词汇"":[""松果棕双拼色——画面对应细节展示""],""画面性词汇"":[""防水——服装的防水性能展示"",""透湿——展示南方环境中穿着的舒适性"",""机洗——从洗衣机中取出服装展示细节""],""特效性词汇"":[""防潮防湿冷——特效包装""],""强调性词汇"":[""杨幂同款——字体包装/音效包装"",""小众设计感——字体包装/音效包装"",""高级感——字体包装/音效包装""]}"
蕉下官方旗舰店,1232,https://www.iesdouyin.com/share/video/7452894839080865064/?region=CN&mid=7452894915572386586&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=mXzqlWBFg09fAcu2epuSMPkwO5fyFF_heZ1rA.MJobA-&share_version=0&ts=1735959062&from_aid=6383&from_ssr=1,7.45289E+18,【杨幂爆款】马上就过年了，这件打底衫绝对能给你撑得起场面#冬天就要保暖又好看#内搭外穿都好看#御寒保,4,4,17,9,2024/12/27 9:18,2025/1/4 10:51,快看杨幂同款这个交下摇粒绒打底衣啊，这个之前线下都是一码难求的，而且它不单单是摇粒绒，里面还有远红外的升温技术，就是能做到不用特别厚，但是非常的保暖。它这个是双面的摇粒绒的小面层，整个都是这种双面磨毛的质地，就非常像小宝宝的皮肤一样，贴身贼舒服贼软。这不行降温了，杨幂同款这种大爆款刚刚才补的库存，加上双蛋整活动，想买的可得抓紧啦。,好物话题；功能话题,冬季,交下摇粒绒打底衣,远红外升温技术、双面摇粒绒磨毛质地、贴身舒适,贴身设计，舒适又保暖,保暖/舒适,日常/御寒,既要保暖又不想穿得太厚重,杨幂同款双面摇粒绒打底衣，保暖舒适不厚重,"{""细节性词汇"":[""双面磨毛质地——画面对应细节展示"",""贴身舒适感——画面对应贴身穿着展示"",""远红外升温技术——画面对应技术展示""],""画面性词汇"":[""冬季大雪飘零——画面对应冬季户外镜头"",""室内居家——画面对应居家温馨镜头"",""外穿效果——画面对应外出时尚穿搭""],""特效性词汇"":[""升温效果立显——特效包装"",""柔软如婴儿肌肤——特效包装"",""显瘦不臃肿——特效包装""],""强调性词汇"":[""杨幂同款——字体包装/音效包装"",""限量补货——字体包装/音效包装"",""热销爆款——字体包装/音效包装""]}"
蕉下官方旗舰店,1231,https://www.iesdouyin.com/share/video/7452711754947120399/?region=CN&mid=7452711885167659786&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=rcqvkNhS_q5JH5XH1OaPhHJvFrRbD4lwZ2WB4tnzyNA-&share_version=0&ts=1735959062&from_aid=6383&from_ssr=1,7.45271E+18,听劝！冬天的外套就得要这种轻盈保暖的#蕉下官方旗舰店气绒服#今天穿什么#时髦精的ootd#穿出高级感#一周穿搭,0,5,10,4,2024/12/26 21:28,2025/1/4 10:51,姐妹们不要再穿大棉服了。你们去试试这种不到一瓶水状的七龙服，真的贼显瘦又舒服。上身又轻盈，尤其是早班通勤，简单搭配条裤子和雪地靴就贼显高级，贼显瘦。今年好多明星网红都这么穿的。而且你们看，它是防水防污的，比羽绒还防潮抗湿冷，能扔进洗衣机随便洗，简直不要太适合我这种懒人了。还是杨幂同款，今年又要过年了，穿回家真的超适合的。,好物话题；品牌/店铺/达人话题；日常话题；风格话题,冬季,蕉下气绒服,轻盈、保暖、防水、防污、防潮、抗湿冷、显瘦、易打理,显瘦设计,保暖、防水、防污、防潮、抗湿冷,早班通勤、日常穿搭、节假日穿着,想要显瘦又保暖，并且需要易于清洗的外套,轻盈保暖的蕉下气绒服，明星同款显瘦防水佳品,"{""细节性词汇"":""防水防污细节展示——画面对应服装表面水珠滑落"",""画面性词汇"":""贼显高——画面对应模特上身效果展示"",""特效性词汇"":""防潮防湿冷——特效包装"",""强调性词汇"":""显瘦又轻盈——字体包装/音效包装；杨幂同款——字体包装/音效包装；明星网红推荐——字体包装/音效包装""}"
蕉下官方旗舰店,1230,https://www.iesdouyin.com/share/video/7452600344690887987/?region=CN&mid=7452600842093333260&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=I8DRB4m9eSHM005HEws0Gj97E58QlMKjrcvkb.fFp30-&share_version=0&ts=1735959062&from_aid=6383&from_ssr=1,7.4526E+18,哎呀我的妈，有这价格，今年真是能过好年啦#穿出高级感#新年穿搭#今天穿什么#蕉下官方旗舰店气绒服#保暖又好看,0,3,8,5,2024/12/26 14:17,2025/1/4 10:51,我的冬天要被交下承包了，跟着蜜姐种草了这件弃绒服。三防面料好打理，精致小立领防风又保暖，填充高科技弃绒可乐加三点零，防潮抗湿，冷雨雪天也能轻松hold住。菱格航缝的设计不跑绒不钻绒，大口袋出行一收纳就这一件，稳稳过冬天。现在杨幂宠粉，今天你拍下优惠好礼带回家，舒服过好年。,日常话题；好物话题；功能话题；品牌/店铺/达人话题,冬季,蕉下气绒服,三防面料好打理，精致小立领防风又保暖，高科技弃绒填充，防潮抗湿,精致小立领设计，菱格航缝设计，大口袋设计,防风/保暖/防潮/抗湿,冷雨雪天/日常,需要易打理并且适合寒冷湿润天气的保暖服装,精致设计且适合多种天气的保暖气绒服,"{""细节性词汇"":[""三防面料——画面对应材质近景展示"",""菱格航缝——画面对应缝工细节展示"",""大口袋——画面对应口袋功能展示""],""画面性词汇"":[""防风又保暖——画面对应户外风中穿着展示"",""防潮抗湿——画面对应雨中穿着展示"",""杨幂宠粉——画面对应明星背书展示""],""特效性词汇"":[""防潮抗湿——特效包装"",""精致小立领——特效包装"",""高科技弃绒——特效包装""],""强调性词汇"":[""高级感——字体包装/音效包装"",""冷雨雪天轻松hold住——字体包装/音效包装"",""舒服过好年——字体包装/音效包装""]}"
蕉下官方旗舰店,1229,https://www.iesdouyin.com/share/video/7451891323805715750/?region=CN&mid=7451891727134198579&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=idK2od2FTseNZ9yRSm5KxQD7r19U4w76sKB0omv5vAA-&share_version=0&ts=1735959062&from_aid=6383&from_ssr=1,7.45189E+18,给姐妹们推荐一下这个外套，好软糯好保暖#保暖又好看的冬日穿搭合集#今天穿什么#保暖又好看#我的冬日o,0,4,3,0,2024/12/24 16:25,2025/1/4 10:51,我今天还打算去看一个日落，但是这里的昼夜温差会有点大。所以我就给自己准备一个蓝色的外套，它是一个飞行夹克的款式，淡淡的雾感蓝，搭配起来就会暖呼呼的，有点oversize的版型，但它又不会像那种很厚重的大棉夹克，穿上之后显得人特别臃肿，还很重压肩膀。因为它是这种细绒面料的，就会很轻，但是保暖效果跟羽绒服是差不多的，我才穿了一小会就觉得背后有一点点微微发热，感觉拉链一拉，整个人就会被温暖给包裹住，晚上再冷也不怕了。而且它的面料还是这种防污防水的设计，所以脏了之后就可以直接丢到洗衣机去洗，超级适合懒人姐妹。好啦，那我出门啦。,好物话题；场景话题；功能话题,冬季,蕉下气绒服,细绒面料，轻便且保暖，防污防水设计,oversize,保暖、防污、防水,日常、户外活动,寻找一件既保暖又轻便，并且防污易洗的外套,好软糯好保暖的防污防水oversize外套,"{""细节性词汇"":""细绒面料——画面对应细节展示"",""画面性词汇"":""防水——画面对应服装的防水性能"",""特效性词汇"":""无"",""强调性词汇"":""温暖包裹住——字体包装/音效包装""}"
蕉下官方旗舰店,1228,https://www.iesdouyin.com/share/video/7451790490464210203/?region=CN&mid=7451790826113469234&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=Kjm41WkjKtj2GHjW2YO45qzbqDvaXdtH.z68M4u6tDo-&share_version=0&ts=1735959062&from_aid=6383&from_ssr=1,7.45179E+18,【杨幂同款】谁懂，天天上班出门穿这个！#今天穿什么#今日穿搭look#对镜拍#通勤ootd#蕉下官方旗舰店气绒,1,5,4,4,2024/12/24 11:55,2025/1/4 10:51,今天穿的是蕉下的这个气绒夹克出门，下面搭的是一个深色的牛仔裤。在俄罗斯，现在室外就十度左右，穿这个出门完全够了。它是短宽的版型，显得整个人比例很好，雾霾蓝放在秋冬穿也很好看，特别衬肤。内里填充的气绒，感觉和羽绒的暖度没有什么差别，而且它上身还很轻，不会显得臃肿，侧面也显得整个人薄薄的。它这个领子是高领设计，早冬穿一个这个是完全足够了的，都不用带围巾了。,日常话题；场景话题；好物话题,秋冬,蕉下气绒服,气绒填充，接近羽绒暖度，轻便不臃肿；雾霾蓝色特别衬肤；高领设计无需围巾,短宽版型，提升身材比例，显瘦侧面,保暖/轻便,通勤/日常,想要一件在十度左右的天气中既保暖又不显臃肿的外套,既显瘦又保暖的秋冬气绒夹克,"{""细节性词汇"":[""短宽版型——画面对应整体比例展示"",""高领设计——画面对应领子的细节展示"",""轻便不臃肿——画面对应上身穿着的轻盈感""],""画面性词汇"":[""俄罗斯室外十度——画面对应户外场景展示"",""雾霾蓝——画面对应服装颜色的特写"",""牛仔裤搭配——画面对应全身搭配展示""],""特效性词汇"":[""气绒填充——特效包装"",""暖度接近羽绒——特效包装"",""衬肤色——特效包装""],""强调性词汇"":[""比例很好——字体包装"",""特别衬肤——字体包装"",""无需围巾——字体包装""]}"
蕉下官方旗舰店,1227,https://www.iesdouyin.com/share/video/7451789930059156746/?region=CN&mid=7444443041237583908&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=xdgMZWzeYjNcYBnmoqbiDX5n5MRlkxdNQj9I3Z4cAd8-&share_version=0&ts=1735959062&from_aid=6383&from_ssr=1,7.45179E+18,【杨幂同款】天天穿不腻，这件保暖外套真的有点东西#内搭外穿都好看#今天穿什么#时髦精#韩风搭配#蕉下官方旗舰店,0,3,3,3,2024/12/24 9:53,2025/1/4 10:51,这个冬天值得入手的保暖搭子，我自己真的很喜欢这件细绒夹克，然后它是胶下的，这个绿色的相对来说要更复古一点，是巨显白的。我拿到脸跟前，脸都明显亮了。你看它很适合旅游或者户外穿，对吧？想想冬天外面都没有绿色了，只有你一个绿点，看起来多有生命力。而且你看它是这种小高领的，非常挡风，不用再整什么围巾啥的，袖口和身上都是松紧收紧的，根本不灌风。,日常话题；风格话题；品牌/店铺/达人话题,冬季,细绒夹克,韩风时尚、复古显白、绿色活力、保暖挡风,小高领设计、松紧袖口、松紧身部,保暖、挡风,旅游、户外,想要一件时尚显白又保暖的外套,时尚显白又保暖的韩风细绒夹克,"{""细节性词汇"":""小高领设计——画面对应细节展示, 松紧袖口——画面对应细节展示"",""画面性词汇"":""绿色活力——画面对应户外镜头展示, 挡风效果——画面对应风吹场景"",""特效性词汇"":""无"",""强调性词汇"":""巨显白——字体包装/音效包装, 非常挡风——字体包装/音效包装""}"
蕉下官方旗舰店,1226,https://www.iesdouyin.com/share/video/7451495178914909450/?region=CN&mid=7451495686522129189&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=H2V3JcVj.JC74ZkocrnzY1DIX4RF58Q8sJF1wBRfsag-&share_version=0&ts=1735959062&from_aid=6383&from_ssr=1,7.4515E+18,【年末大促】该说不说，这件衣服真的是戳到我心巴上了#过年穿什么#今天穿什么#今日穿搭look#一周搭,0,6,7,3,2024/12/23 19:50,2025/1/4 10:51,脚下这件万丽绒外套真的就是全能型选手。而且不得不说哈，它的版型是真的很为咱们女生考虑的。它肩膀这里呢是做了插肩袖的设计，尽管是一件外套也可以穿出直角肩的效果。正面看上去呢整个人就是小了一圈，侧面看也会显得背很薄。它整体呢就是做了一个这种小短款，下面去搭配那种高腰的裙子啊，裤子也会显得身材比例贼好。像小个子姐妹也不用担心它会压身高，这种小A字的版型，不管什么身形的姐妹都能穿出纸片人的效果。把扣子全扣起来呢，就是一个小高领的版型，再冷的天气风都钻不进来，能好好的保护住脖子，省得去戴围巾了。就包括它的袖口和它的下摆呢，都是做的这种包裹型的收缩设计，可以全方位的抗风。穿上去就是又保暖又好看。,好物话题；日常话题；场景话题,冬季,蕉下万粒绒外套,插肩袖设计显直角肩，小短款提升身材比例，小A字版型适合各种身形，高领设计防风保暖，包裹型收缩设计全面抗风,插肩袖，小短款，小A字版型，小高领,保暖，抗风,日常穿搭，寒冷天气,想要一件显瘦又保暖的冬季外套,这款全能型万粒绒外套，让你在冬季穿出纸片人效果，保暖又不失时尚感。,"{""细节性词汇"":[""插肩袖设计——画面对应肩膀特写"",""小短款——画面对应整体衣长展示"",""包裹型收缩设计——画面对应袖口和下摆特写""],""画面性词汇"":[""显瘦效果——从正面和侧面展示"",""高领设计防风——画面对应高领穿着演示"",""小A字版型穿出纸片人效果——画面对应不同身形模特""],""特效性词汇"":[""全面抗风——特效模拟风吹无法进入""],""强调性词汇"":[""全能型选手——字体包装/音效包装"",""显身材比例贼好——字体包装/音效包装"",""保暖又好看——字体包装/音效包装""]}"
蕉下官方旗舰店,1225,https://www.iesdouyin.com/share/video/7451497751767977226/?region=CN&mid=7451498176567184138&u_code=16c2i54ib&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&titleType=title&share_sign=Y4CJ7b5_gwCwLqnOPXK.zf4YQFe4VixymJ6liBHdiTk-&share_version=0&ts=1735959062&from_aid=6383&from_ssr=1,7.4515E+18,真有你的！蕉下官方旗舰店！把外套做得这么好看又好穿！#性价比超高#小众设计感#冬日氛围感穿搭#蕉下官方旗舰店万粒绒外套,0,2,3,2,2024/12/23 17:00,2025/1/4 10:51,咱们就说有了它穿这些显胖的外套都够了吧，蕉下这种外套只有你的一件搞定我所有需求，这次真的很特别是一种很有呼吸感的绿，整体就有种很自由的游牧感，这种慵懒的松弛感我真的超级喜欢，它面前呢是有一个t字形的同色系拼接，从视觉上看中后更加突出，再加上两边的插件绣明线设计，真的超级显瘦，立领的设计对圆肩溜肩的姐妹们也是非常的友好，扣子扣上能很好的修饰我们的肩部线条，而且整个人都可以埋在领子里，又防风又显脸小，平时出门不爱化妆的姐妹们穿出去呢也很有氛围感，长度也是刚刚好，小个子姐妹们放心穿，在我面前还有两个斜口的超大的口袋，不能出门就把这个随身物品啊直接就放在这个口袋里，都不用带包，直接就是解放双手，耐穿保暖好看，秋冬要满足这么多条件的外套不多了吧。,好物话题；品牌/店铺/达人话题；氛围感,秋冬,蕉下万粒绒外套,显瘦、立领、慵懒松弛感、呼吸感的绿色、斜口大口袋、耐穿保暖、无须化妆的氛围感,宽松慵懒松弛感设计，立领设计，t字形拼接，插件绣明线修饰,保暖、防风、显瘦、改善肩部线条,日常外出、游牧感场景、需要解放双手的场景,需要一款显瘦又能隐藏脸部的不化妆外套，以及满足小个子、圆肩溜肩的需求,满足秋冬所有需求的显瘦保暖蕉下万粒绒外套,"{""细节性词汇"":[""t字形同色系拼接——画面对应细节展示"",""斜口超大口袋——画面对应口袋放入随身物品"",""插件绣明线——展示细节缝制工艺""],""画面性词汇"":[""呼吸感的绿——展示舒适的环境中外套的色彩"",""慵懒松弛感——展示模特在慵懒环境中穿着效果"",""全身埋在领子里——展示防风效果""],""特效性词汇"":[""防风显瘦立领——特效包装"",""耐穿保暖性能——特效展示"",""自由游牧感——特效展示""],""强调性词汇"":[""超级显瘦——字体包装/音效包装"",""游牧感——字体包装/音效包装"",""解放双手——字体包装/音效包装"",""氛围感——字体包装/音效包装"",""自由——字体包装/音效包装""]}"
